Уровень календаря;Дата;Статистические показатели;ОКАТО;Значение
1;01.01.2009;Число женщин на 1 января;г. Кунгур;36232,00
1;01.01.2009;Число женщин на 1 января;Лысьвенский район;45094,00
1;01.01.2009;Число женщин на 1 января;г. Соликамск;52076,00
1;01.01.2009;Число женщин на 1 января;Чайковский район;58683,00
1;01.01.2010;Число женщин на 1 января;Пермский край;1434620,00
1;01.01.2010;Число женщин на 1 января;Гайнский район;8134,00
1;01.01.2010;Число женщин на 1 января;Косинский район;3870,00
1;01.01.2010;Число женщин на 1 января;Кочевский район;6163,00
1;01.01.2010;Число женщин на 1 января;Кудымкарский район;14284,00
1;01.01.2010;Число женщин на 1 января;Юрлинский район;5574,00
1;01.01.2010;Число женщин на 1 января;Юсьвинский район;11706,00
1;01.01.2010;Число женщин на 1 января;г. Кудымкар;17242,00
1;01.01.2010;Число женщин на 1 января;Бардымский район;14594,00
1;01.01.2010;Число женщин на 1 января;Березовский район;9323,00
1;01.01.2010;Число женщин на 1 января;Большесосновский район;7588,00
1;01.01.2010;Число женщин на 1 января;Верещагинский район;23415,00
1;01.01.2010;Число женщин на 1 января;Горнозаводский район;14534,00
1;01.01.2010;Число женщин на 1 января;Еловский район;6273,00
1;01.01.2010;Число женщин на 1 января;Ильинский район;10831,00
1;01.01.2010;Число женщин на 1 января;Карагайский район;12603,00
1;01.01.2010;Число женщин на 1 января;Кишертский район;7588,00
1;01.01.2010;Число женщин на 1 января;Красновишерский район;13560,00
1;01.01.2010;Число женщин на 1 января;Куединский район;15938,00
1;01.01.2010;Число женщин на 1 января;Кунгурский район;24442,00
1;01.01.2010;Число женщин на 1 января;Нытвенский район;24317,00
1;01.01.2010;Число женщин на 1 января;Октябрьский район;18305,00
1;01.01.2010;Число женщин на 1 января;Ординский район;8496,00
1;01.01.2010;Число женщин на 1 января;Осинский район;16981,00
1;01.01.2010;Число женщин на 1 января;Оханский район;9074,00
1;01.01.2010;Число женщин на 1 января;Очерский район;13082,00
1;01.01.2010;Число женщин на 1 января;Пермский район;45915,00
1;01.01.2010;Число женщин на 1 января;Сивинский район;8991,00
1;01.01.2010;Число женщин на 1 января;Соликамский район;8052,00
1;01.01.2010;Число женщин на 1 января;Суксунский район;10896,00
1;01.01.2010;Число женщин на 1 января;Уинский район;6392,00
1;01.01.2010;Число женщин на 1 января;Усольский район;7532,00
1;01.01.2010;Число женщин на 1 января;Частинский район;7567,00
1;01.01.2010;Число женщин на 1 января;Чердынский район;12901,00
1;01.01.2010;Число женщин на 1 января;Чернушинский район;27586,00
1;01.01.2010;Число женщин на 1 января;Чусовской район;39461,00
1;01.01.2010;Число женщин на 1 января;г. Пермь;545770,00
1;01.01.2010;Число женщин на 1 января;Александровский район;18278,00
1;01.01.2010;Число женщин на 1 января;г. Березники;91204,00
1;01.01.2010;Число женщин на 1 января;Гремячинский район;8210,00
1;01.01.2010;Число женщин на 1 января;Губахинский район;20259,00
1;01.01.2010;Число женщин на 1 января;Добрянский район;33061,00
1;01.01.2010;Число женщин на 1 января;Кизеловский район;16640,00
1;01.01.2010;Число женщин на 1 января;Краснокамский район;39247,00
1;01.01.2010;Число женщин на 1 января;г. Кунгур;36089,00
1;01.01.2010;Число женщин на 1 января;Лысьвенский район;44856,00
1;01.01.2010;Число женщин на 1 января;г. Соликамск;51597,00
1;01.01.2010;Число женщин на 1 января;Чайковский район;58795,00
1;01.01.2011;Число женщин на 1 января;Пермский край;1427308,00
1;01.01.2011;Число женщин на 1 января;Гайнский район;7033,00
1;01.01.2011;Число женщин на 1 января;Косинский район;3681,00
1;01.01.2011;Число женщин на 1 января;Кочевский район;5565,00
1;01.01.2011;Число женщин на 1 января;Кудымкарский район;13282,00
1;01.01.2011;Число женщин на 1 января;Юрлинский район;4878,00
1;01.01.2011;Число женщин на 1 января;Юсьвинский район;10195,00
1;01.01.2011;Число женщин на 1 января;г. Кудымкар;15978,00
1;01.01.2011;Число женщин на 1 января;Бардымский район;13525,00
1;01.01.2011;Число женщин на 1 января;Березовский район;8899,00
1;01.01.2011;Число женщин на 1 января;Большесосновский район;6994,00
1;01.01.2011;Число женщин на 1 января;Верещагинский район;22155,00
1;01.01.2011;Число женщин на 1 января;Горнозаводский район;13798,00
1;01.01.2011;Число женщин на 1 января;Еловский район;5597,00
1;01.01.2011;Число женщин на 1 января;Ильинский район;10424,00
1;01.01.2011;Число женщин на 1 января;Карагайский район;12212,00
1;01.01.2011;Число женщин на 1 января;Кишертский район;6745,00
1;01.01.2011;Число женщин на 1 января;Красновишерский район;11992,00
1;01.01.2011;Число женщин на 1 января;Куединский район;14138,00
1;01.01.2011;Число женщин на 1 января;Кунгурский район;22372,00
1;01.01.2011;Число женщин на 1 января;Нытвенский район;23733,00
1;01.01.2011;Число женщин на 1 января;Октябрьский район;15969,00
1;01.01.2011;Число женщин на 1 января;Ординский район;8262,00
1;01.01.2011;Число женщин на 1 января;Осинский район;15586,00
1;01.01.2011;Число женщин на 1 января;Оханский район;8721,00
1;01.01.2011;Число женщин на 1 января;Очерский район;12220,00
1;01.01.2011;Число женщин на 1 января;Пермский район;54541,00
1;01.01.2011;Число женщин на 1 января;Сивинский район;7955,00
1;01.01.2011;Число женщин на 1 января;Соликамский район;7596,00
1;01.01.2011;Число женщин на 1 января;Суксунский район;10668,00
1;01.01.2011;Число женщин на 1 января;Уинский район;5981,00
1;01.01.2011;Число женщин на 1 января;Усольский район;7437,00
1;01.01.2011;Число женщин на 1 января;Частинский район;6684,00
1;01.01.2011;Число женщин на 1 января;Чердынский район;10776,00
1;01.01.2011;Число женщин на 1 января;Чернушинский район;26618,00
1;01.01.2011;Число женщин на 1 января;Чусовской район;37002,00
1;01.01.2011;Число женщин на 1 января;г. Пермь;553857,00
1;01.01.2011;Число женщин на 1 января;Александровский район;17011,00
1;01.01.2011;Число женщин на 1 января;г. Березники;86834,00
1;01.01.2011;Число женщин на 1 января;Гремячинский район;7811,00
1;01.01.2011;Число женщин на 1 января;Губахинский район;19481,00
1;01.01.2011;Число женщин на 1 января;Добрянский район;30840,00
1;01.01.2011;Число женщин на 1 января;Кизеловский район;13810,00
1;01.01.2011;Число женщин на 1 января;Краснокамский район;38784,00
1;01.01.2011;Число женщин на 1 января;г. Кунгур;35860,00
1;01.01.2011;Число женщин на 1 января;Лысьвенский район;42751,00
1;01.01.2011;Число женщин на 1 января;г. Соликамск;50631,00
1;01.01.2011;Число женщин на 1 января;Чайковский район;56208,00
1;01.01.2012;Число женщин на 1 января;Пермский край;1425574,00
1;01.01.2012;Число женщин на 1 января;Гайнский район;6749,00
1;01.01.2012;Число женщин на 1 января;Косинский район;3594,00
1;01.01.2012;Число женщин на 1 января;Кочевский район;5452,00
1;01.01.2012;Число женщин на 1 января;Кудымкарский район;12874,00
1;01.01.2012;Число женщин на 1 января;Юрлинский район;4703,00
1;01.01.2012;Число женщин на 1 января;Юсьвинский район;10127,00
1;01.01.2012;Число женщин на 1 января;г. Кудымкар;16333,00
1;01.01.2012;Число женщин на 1 января;Бардымский район;13354,00
1;01.01.2012;Число женщин на 1 января;Березовский район;8660,00
1;01.01.2012;Число женщин на 1 января;Большесосновский район;6929,00
1;01.01.2012;Число женщин на 1 января;Верещагинский район;21958,00
1;01.01.2012;Число женщин на 1 января;Горнозаводский район;13537,00
1;01.01.2012;Число женщин на 1 января;Еловский район;5397,00
1;01.01.2012;Число женщин на 1 января;Ильинский район;10239,00
1;01.01.2012;Число женщин на 1 января;Карагайский район;11903,00
1;01.01.2012;Число женщин на 1 января;Кишертский район;6702,00
1;01.01.2012;Число женщин на 1 января;Красновишерский район;11787,00
1;01.01.2012;Число женщин на 1 января;Куединский район;14039,00
1;01.01.2012;Число женщин на 1 января;Кунгурский район;22587,00
1;01.01.2012;Число женщин на 1 января;Нытвенский район;23499,00
1;01.01.2012;Число женщин на 1 января;Октябрьский район;15698,00
1;01.01.2012;Число женщин на 1 января;Ординский район;8166,00
1;01.01.2012;Число женщин на 1 января;Осинский район;15478,00
1;01.01.2012;Число женщин на 1 января;Оханский район;8868,00
1;01.01.2012;Число женщин на 1 января;Очерский район;12223,00
1;01.01.2012;Число женщин на 1 января;Пермский район;54447,00
1;01.01.2012;Число женщин на 1 января;Сивинский район;7854,00
1;01.01.2012;Число женщин на 1 января;Соликамский район;7548,00
1;01.01.2012;Число женщин на 1 января;Суксунский район;10625,00
1;01.01.2012;Число женщин на 1 января;Уинский район;5730,00
1;01.01.2012;Число женщин на 1 января;Усольский район;7417,00
1;01.01.2012;Число женщин на 1 января;Частинский район;6712,00
1;01.01.2012;Число женщин на 1 января;Чердынский район;10265,00
1;01.01.2012;Число женщин на 1 января;Чернушинский район;26635,00
1;01.01.2012;Число женщин на 1 января;Чусовской район;36693,00
1;01.01.2012;Число женщин на 1 января;г. Пермь;559745,00
1;01.01.2012;Число женщин на 1 января;Александровский район;16634,00
1;01.01.2012;Число женщин на 1 января;г. Березники;85903,00
1;01.01.2012;Число женщин на 1 января;Гремячинский район;7444,00
1;01.01.2012;Число женщин на 1 января;Губахинский район;19017,00
1;01.01.2012;Число женщин на 1 января;Добрянский район;30680,00
1;01.01.2012;Число женщин на 1 января;Кизеловский район;13252,00
1;01.01.2012;Число женщин на 1 января;Краснокамский район;38943,00
1;01.01.2012;Число женщин на 1 января;г. Кунгур;35970,00
1;01.01.2012;Число женщин на 1 января;Лысьвенский район;42248,00
1;01.01.2012;Число женщин на 1 января;г. Соликамск;50459,00
1;01.01.2012;Число женщин на 1 января;Чайковский район;56260,00
1;01.01.2013;Число женщин на 1 января;Пермский край;1425388,00
1;01.01.2013;Число женщин на 1 января;Гайнский район;6562,00
1;01.01.2013;Число женщин на 1 января;Косинский район;3496,00
1;01.01.2013;Число женщин на 1 января;Кочевский район;5353,00
1;01.01.2013;Число женщин на 1 января;Кудымкарский район;12562,00
1;01.01.2013;Число женщин на 1 января;Юрлинский район;4594,00
1;01.01.2013;Число женщин на 1 января;Юсьвинский район;9907,00
1;01.01.2013;Число женщин на 1 января;г. Кудымкар;16632,00
1;01.01.2013;Число женщин на 1 января;Бардымский район;13241,00
1;01.01.2013;Число женщин на 1 января;Березовский район;8497,00
1;01.01.2013;Число женщин на 1 января;Большесосновский район;6787,00
1;01.01.2013;Число женщин на 1 января;Верещагинский район;21975,00
1;01.01.2013;Число женщин на 1 января;Горнозаводский район;13301,00
1;01.01.2013;Число женщин на 1 января;Еловский район;5194,00
1;01.01.2013;Число женщин на 1 января;Ильинский район;10195,00
1;01.01.2013;Число женщин на 1 января;Карагайский район;11658,00
1;01.01.2013;Число женщин на 1 января;Кишертский район;6644,00
1;01.01.2013;Число женщин на 1 января;Красновишерский район;11591,00
1;01.01.2013;Число женщин на 1 января;Куединский район;13778,00
1;01.01.2013;Число женщин на 1 января;Кунгурский район;22570,00
1;01.01.2013;Число женщин на 1 января;Нытвенский район;23240,00
1;01.01.2013;Число женщин на 1 января;Октябрьский район;15425,00
1;01.01.2013;Число женщин на 1 января;Ординский район;8126,00
1;01.01.2013;Число женщин на 1 января;Осинский район;15446,00
1;01.01.2013;Число женщин на 1 января;Оханский район;8802,00
1;01.01.2013;Число женщин на 1 января;Очерский район;12134,00
1;01.01.2013;Число женщин на 1 января;Пермский район;54941,00
1;01.01.2013;Число женщин на 1 января;Сивинский район;7749,00
1;01.01.2013;Число женщин на 1 января;Соликамский район;7424,00
1;01.01.2013;Число женщин на 1 января;Суксунский район;10549,00
1;01.01.2013;Число женщин на 1 января;Уинский район;5517,00
1;01.01.2013;Число женщин на 1 января;Усольский район;7316,00
1;01.01.2013;Число женщин на 1 января;Частинский район;6659,00
1;01.01.2013;Число женщин на 1 января;Чердынский район;10003,00
1;01.01.2013;Число женщин на 1 января;Чернушинский район;26361,00
1;01.01.2013;Число женщин на 1 января;Чусовской район;36272,00
1;01.01.2013;Число женщин на 1 января;г. Пермь;566044,00
1;01.01.2013;Число женщин на 1 января;Александровский район;16378,00
1;01.01.2013;Число женщин на 1 января;г. Березники;84967,00
1;01.01.2013;Число женщин на 1 января;Гремячинский район;7170,00
1;01.01.2013;Число женщин на 1 января;Губахинский район;18587,00
1;01.01.2013;Число женщин на 1 января;Добрянский район;30712,00
1;01.01.2013;Число женщин на 1 января;Кизеловский район;12822,00
1;01.01.2013;Число женщин на 1 января;Краснокамский район;39314,00
1;01.01.2013;Число женщин на 1 января;г. Кунгур;36075,00
1;01.01.2013;Число женщин на 1 января;Лысьвенский район;41781,00
1;01.01.2013;Число женщин на 1 января;г. Соликамск;50276,00
1;01.01.2013;Число женщин на 1 января;Чайковский район;56512,00
1;01.01.2014;Число женщин на 1 января;Пермский край;1425223,00
1;01.01.2014;Число женщин на 1 января;Гайнский район;6360,00
1;01.01.2014;Число женщин на 1 января;Косинский район;3420,00
1;01.01.2014;Число женщин на 1 января;Кочевский район;5250,00
1;01.01.2014;Число женщин на 1 января;Кудымкарский район;12176,00
1;01.01.2014;Число женщин на 1 января;Юрлинский район;4469,00
1;01.01.2014;Число женщин на 1 января;Юсьвинский район;9758,00
1;01.01.2014;Число женщин на 1 января;г. Кудымкар;16816,00
1;01.01.2014;Число женщин на 1 января;Бардымский район;13201,00
1;01.01.2014;Число женщин на 1 января;Березовский район;8322,00
1;01.01.2014;Число женщин на 1 января;Большесосновский район;6839,00
1;01.01.2014;Число женщин на 1 января;Верещагинский район;21782,00
1;01.01.2014;Число женщин на 1 января;Горнозаводский район;13137,00
1;01.01.2014;Число женщин на 1 января;Еловский район;4992,00
1;01.01.2014;Число женщин на 1 января;Ильинский район;10129,00
1;01.01.2014;Число женщин на 1 января;Карагайский район;11392,00
1;01.01.2014;Число женщин на 1 января;Кишертский район;6526,00
1;01.01.2014;Число женщин на 1 января;Красновишерский район;11426,00
1;01.01.2014;Число женщин на 1 января;Куединский район;13487,00
1;01.01.2014;Число женщин на 1 января;Кунгурский район;22527,00
1;01.01.2014;Число женщин на 1 января;Нытвенский район;23081,00
1;01.01.2014;Число женщин на 1 января;Октябрьский район;15201,00
1;01.01.2014;Число женщин на 1 января;Ординский район;7979,00
1;01.01.2014;Число женщин на 1 января;Осинский район;15405,00
1;01.01.2014;Число женщин на 1 января;Оханский район;8720,00
1;01.01.2014;Число женщин на 1 января;Очерский район;12132,00
1;01.01.2014;Число женщин на 1 января;Пермский район;55113,00
1;01.01.2014;Число женщин на 1 января;Сивинский район;7684,00
1;01.01.2014;Число женщин на 1 января;Соликамский район;7329,00
1;01.01.2014;Число женщин на 1 января;Суксунский район;10482,00
1;01.01.2014;Число женщин на 1 января;Уинский район;5477,00
1;01.01.2014;Число женщин на 1 января;Усольский район;7310,00
1;01.01.2014;Число женщин на 1 января;Частинский район;6566,00
1;01.01.2014;Число женщин на 1 января;Чердынский район;9703,00
1;01.01.2014;Число женщин на 1 января;Чернушинский район;26322,00
1;01.01.2014;Число женщин на 1 января;Чусовской район;36061,00
1;01.01.2014;Число женщин на 1 января;г. Пермь;572584,00
1;01.01.2014;Число женщин на 1 января;Александровский район;16150,00
1;01.01.2014;Число женщин на 1 января;г. Березники;83693,00
1;01.01.2014;Число женщин на 1 января;Гремячинский район;6924,00
1;01.01.2014;Число женщин на 1 января;Губахинский район;18198,00
1;01.01.2014;Число женщин на 1 января;Добрянский район;30594,00
1;01.01.2014;Число женщин на 1 января;Кизеловский район;12401,00
1;01.01.2014;Число женщин на 1 января;Краснокамский район;39662,00
1;01.01.2014;Число женщин на 1 января;г. Кунгур;36175,00
1;01.01.2014;Число женщин на 1 января;Лысьвенский район;41462,00
1;01.01.2014;Число женщин на 1 января;г. Соликамск;49993,00
1;01.01.2014;Число женщин на 1 января;Чайковский район;56704,00
1;01.01.2015;Число женщин на 1 января;Пермский край;1425297,00
1;01.01.2015;Число женщин на 1 января;Гайнский район;6255,00
1;01.01.2015;Число женщин на 1 января;Косинский район;3364,00
1;01.01.2015;Число женщин на 1 января;Кочевский район;5192,00
1;01.01.2015;Число женщин на 1 января;Кудымкарский район;11990,00
1;01.01.2015;Число женщин на 1 января;Юрлинский район;4417,00
1;01.01.2015;Число женщин на 1 января;Юсьвинский район;9647,00
1;01.01.2015;Число женщин на 1 января;г. Кудымкар;16895,00
1;01.01.2015;Число женщин на 1 января;Бардымский район;12910,00
1;01.01.2015;Число женщин на 1 января;Березовский район;8211,00
1;01.01.2015;Число женщин на 1 января;Большесосновский район;6749,00
1;01.01.2015;Число женщин на 1 января;Верещагинский район;21538,00
1;01.01.2015;Число женщин на 1 января;Горнозаводский район;12965,00
1;01.01.2015;Число женщин на 1 января;Еловский район;4833,00
1;01.01.2015;Число женщин на 1 января;Ильинский район;10017,00
1;01.01.2015;Число женщин на 1 января;Карагайский район;11306,00
1;01.01.2015;Число женщин на 1 января;Кишертский район;6409,00
1;01.01.2015;Число женщин на 1 января;Красновишерский район;11248,00
1;01.01.2015;Число женщин на 1 января;Куединский район;13302,00
1;01.01.2015;Число женщин на 1 января;Кунгурский район;22247,00
1;01.01.2015;Число женщин на 1 января;Нытвенский район;22972,00
1;01.01.2015;Число женщин на 1 января;Октябрьский район;14920,00
1;01.01.2015;Число женщин на 1 января;Ординский район;7933,00
1;01.01.2015;Число женщин на 1 января;Осинский район;15321,00
1;01.01.2015;Число женщин на 1 января;Оханский район;8640,00
1;01.01.2015;Число женщин на 1 января;Очерский район;12114,00
1;01.01.2015;Число женщин на 1 января;Пермский район;55521,00
1;01.01.2015;Число женщин на 1 января;Сивинский район;7608,00
1;01.01.2015;Число женщин на 1 января;Соликамский район;7252,00
1;01.01.2015;Число женщин на 1 января;Суксунский район;10449,00
1;01.01.2015;Число женщин на 1 января;Уинский район;5511,00
1;01.01.2015;Число женщин на 1 января;Усольский район;7362,00
1;01.01.2015;Число женщин на 1 января;Частинский район;6548,00
1;01.01.2015;Число женщин на 1 января;Чердынский район;9324,00
1;01.01.2015;Число женщин на 1 января;Чернушинский район;26254,00
1;01.01.2015;Число женщин на 1 января;Чусовской район;35784,00
1;01.01.2015;Число женщин на 1 января;г. Пермь;578406,00
1;01.01.2015;Число женщин на 1 января;Александровский район;15921,00
1;01.01.2015;Число женщин на 1 января;г. Березники;82772,00
1;01.01.2015;Число женщин на 1 января;Гремячинский район;6740,00
1;01.01.2015;Число женщин на 1 января;Губахинский район;17912,00
1;01.01.2015;Число женщин на 1 января;Добрянский район;30476,00
1;01.01.2015;Число женщин на 1 января;Кизеловский район;12083,00
1;01.01.2015;Число женщин на 1 января;Краснокамский район;39929,00
1;01.01.2015;Число женщин на 1 января;г. Кунгур;36074,00
1;01.01.2015;Число женщин на 1 января;Лысьвенский район;41163,00
1;01.01.2015;Число женщин на 1 января;г. Соликамск;49786,00
1;01.01.2015;Число женщин на 1 января;Чайковский район;56877,00
1;01.01.2016;Число женщин на 1 января;Пермский край;1424480,00
1;01.01.2016;Число женщин на 1 января;Гайнский район;6237,00
1;01.01.2016;Число женщин на 1 января;Косинский район;3320,00
1;01.01.2016;Число женщин на 1 января;Кочевский район;5107,00
1;01.01.2016;Число женщин на 1 января;Кудымкарский район;11726,00
1;01.01.2016;Число женщин на 1 января;Юрлинский район;4397,00
1;01.01.2016;Число женщин на 1 января;Юсьвинский район;9474,00
1;01.01.2016;Число женщин на 1 января;г. Кудымкар;17063,00
1;01.01.2016;Число женщин на 1 января;Бардымский район;13199,00
1;01.01.2016;Число женщин на 1 января;Березовский район;8070,00
1;01.01.2016;Число женщин на 1 января;Большесосновский район;6690,00
1;01.01.2016;Число женщин на 1 января;Верещагинский район;21428,00
1;01.01.2016;Число женщин на 1 января;Горнозаводский район;12801,00
1;01.01.2016;Число женщин на 1 января;Еловский район;4834,00
1;01.01.2016;Число женщин на 1 января;Ильинский район;9944,00
1;01.01.2016;Число женщин на 1 января;Карагайский район;11293,00
1;01.01.2016;Число женщин на 1 января;Кишертский район;6302,00
1;01.01.2016;Число женщин на 1 января;Красновишерский район;11087,00
1;01.01.2016;Число женщин на 1 января;Куединский район;13148,00
1;01.01.2016;Число женщин на 1 января;Кунгурский район;22218,00
1;01.01.2016;Число женщин на 1 января;Нытвенский район;22821,00
1;01.01.2016;Число женщин на 1 января;Октябрьский район;14757,00
1;01.01.2016;Число женщин на 1 января;Ординский район;7870,00
1;01.01.2016;Число женщин на 1 января;Осинский район;15231,00
1;01.01.2016;Число женщин на 1 января;Оханский район;8636,00
1;01.01.2016;Число женщин на 1 января;Очерский район;12117,00
1;01.01.2016;Число женщин на 1 января;Пермский район;56127,00
1;01.01.2016;Число женщин на 1 января;Сивинский район;7509,00
1;01.01.2016;Число женщин на 1 января;Соликамский район;7135,00
1;01.01.2016;Число женщин на 1 января;Суксунский район;10389,00
1;01.01.2016;Число женщин на 1 января;Уинский район;5499,00
1;01.01.2016;Число женщин на 1 января;Усольский район;7398,00
1;01.01.2016;Число женщин на 1 января;Частинский район;6562,00
1;01.01.2016;Число женщин на 1 января;Чердынский район;8937,00
1;01.01.2016;Число женщин на 1 января;Чернушинский район;26483,00
1;01.01.2016;Число женщин на 1 января;Чусовской район;35569,00
1;01.01.2016;Число женщин на 1 января;г. Пермь;582066,00
1;01.01.2016;Число женщин на 1 января;Александровский район;15590,00
1;01.01.2016;Число женщин на 1 января;г. Березники;81514,00
1;01.01.2016;Число женщин на 1 января;Гремячинский район;6555,00
1;01.01.2016;Число женщин на 1 января;Губахинский район;17528,00
1;01.01.2016;Число женщин на 1 января;Добрянский район;30386,00
1;01.01.2016;Число женщин на 1 января;Кизеловский район;11718,00
1;01.01.2016;Число женщин на 1 января;Краснокамский район;40161,00
1;01.01.2016;Число женщин на 1 января;г. Кунгур;35963,00
1;01.01.2016;Число женщин на 1 января;Лысьвенский район;40851,00
1;01.01.2016;Число женщин на 1 января;г. Соликамск;49697,00
1;01.01.2016;Число женщин на 1 января;Чайковский район;56880,00
